visit_id,customer_id,visit_time,device,pages_viewed,cart_adds,checkout_initiated,session_duration_sec
19380,773,2024-03-12 10:41:48,tablet,14,3,1,392
19381,773,2023-08-15 06:53:34,tablet,5,3,1,125
19382,773,2024-02-24 13:36:08,tablet,13,4,1,325
19383,773,2023-06-25 17:02:08,mobile,11,4,0,385
19384,773,2023-10-08 00:05:12,tablet,13,1,1,169
19385,773,2023-05-06 06:30:40,tablet,5,0,0,85
19386,773,2023-08-31 01:42:10,tablet,9,2,0,189
19387,773,2023-07-17 03:43:53,desktop,10,2,1,320
19388,773,2023-06-24 11:29:36,mobile,4,4,0,128
19389,773,2023-07-30 16:19:18,mobile,12,4,1,156
19390,773,2023-02-09 21:07:35,desktop,7,4,0,203
19391,773,2023-07-14 00:49:33,tablet,21,3,1,210
19392,774,2023-02-10 00:25:15,tablet,9,4,0,99
19393,774,2023-02-06 12:57:22,tablet,4,3,1,76
19394,774,2024-03-14 01:45:20,desktop,19,4,0,665
19395,774,2023-01-03 09:51:08,desktop,21,1,0,441
19396,774,2023-03-07 05:03:17,mobile,4,4,0,120
19397,774,2023-06-01 21:56:55,desktop,4,1,1,116
19398,774,2023-12-10 01:57:21,desktop,18,1,0,576
19399,774,2023-08-18 13:20:11,mobile,17,1,1,238
19400,775,2023-02-02 00:17:33,tablet,25,4,0,925
19401,775,2023-06-29 21:06:35,tablet,3,2,0,87
19402,775,2024-03-12 15:28:04,desktop,17,4,0,238
19403,775,2023-01-06 12:31:06,tablet,4,1,1,116
19404,775,2023-11-19 12:33:56,desktop,14,2,0,140
19405,775,2023-12-25 05:06:12,tablet,1,2,1,32
19406,775,2023-09-15 12:19:51,desktop,16,1,1,208
19407,775,2023-03-26 23:44:54,mobile,23,1,1,851
19408,775,2023-09-11 07:07:23,mobile,13,1,0,377
19409,775,2023-10-25 13:30:37,mobile,23,3,1,230
19410,775,2023-07-25 01:55:04,tablet,25,1,1,475
19411,775,2023-03-31 13:47:31,tablet,4,1,0,48
19412,775,2023-10-13 12:22:28,mobile,8,4,1,272
19413,775,2024-03-10 02:02:26,desktop,9,0,0,270
19414,775,2024-03-29 15:21:16,mobile,6,3,1,144
19415,775,2024-01-21 21:49:09,mobile,3,0,0,36
19416,775,2023-03-05 19:58:09,desktop,8,3,0,288
19417,775,2023-04-28 22:52:21,tablet,14,3,0,406
19418,775,2023-04-17 12:27:35,tablet,10,3,0,250
19419,775,2024-02-22 08:27:25,desktop,10,2,0,170
19420,775,2023-05-10 01:46:25,tablet,2,0,0,76
19421,775,2023-02-14 14:15:29,tablet,19,3,0,418
19422,775,2023-05-27 03:20:42,tablet,15,1,0,465
19423,775,2024-02-23 22:33:45,desktop,13,4,1,169
19424,775,2023-10-03 19:05:37,tablet,4,0,0,40
19425,775,2023-06-25 12:59:01,mobile,3,2,1,33
19426,775,2023-02-25 11:44:34,desktop,15,4,0,285
19427,775,2023-12-04 09:28:51,desktop,3,4,0,57
19428,775,2024-02-02 06:28:33,tablet,20,2,1,320
19429,775,2023-08-24 17:20:12,mobile,6,1,0,144
19430,775,2023-03-15 04:32:37,mobile,18,0,0,702
19431,775,2023-04-20 18:47:39,mobile,9,1,0,252
19432,776,2023-09-22 14:51:54,tablet,22,1,1,352
19433,776,2024-02-11 09:30:38,desktop,23,1,1,460
19434,776,2023-06-06 10:02:53,tablet,1,1,1,36
19435,776,2023-03-24 02:05:48,tablet,5,3,1,50
19436,776,2023-01-30 01:55:39,desktop,16,0,0,256
19437,776,2023-10-19 10:01:05,tablet,6,4,0,102
19438,776,2023-02-02 21:34:08,mobile,10,3,1,340
19439,776,2023-10-11 15:56:15,tablet,8,4,1,304
19440,776,2023-08-13 08:21:34,mobile,20,2,0,620
19441,776,2024-03-02 11:48:56,tablet,3,3,0,33
19442,776,2024-01-12 23:34:30,mobile,15,1,0,465
19443,776,2023-12-23 00:30:25,mobile,24,0,0,648
19444,776,2023-10-11 05:52:37,mobile,21,1,0,315
19445,776,2023-06-02 23:26:30,desktop,16,1,1,336
19446,776,2023-12-25 12:27:44,mobile,4,1,1,156
19447,776,2023-03-01 04:04:26,mobile,15,1,1,330
19448,776,2023-11-20 02:25:19,tablet,20,0,0,600
19449,776,2023-02-07 22:34:30,desktop,1,1,1,14
19450,776,2024-02-22 23:53:45,mobile,13,1,0,481
19451,776,2023-12-19 02:07:27,mobile,17,2,0,238
19452,776,2023-08-03 14:13:44,tablet,15,3,0,360
19453,776,2023-09-26 17:00:07,tablet,15,4,1,195
19454,776,2023-05-09 00:29:07,desktop,22,1,1,242
19455,776,2023-01-31 23:47:36,tablet,8,4,1,248
19456,776,2023-05-28 02:10:23,tablet,19,4,1,703
19457,776,2023-06-16 19:20:14,mobile,3,0,0,78
19458,776,2023-11-26 15:58:51,tablet,12,1,1,180
19459,776,2023-07-02 16:12:29,tablet,17,2,1,646
19460,776,2024-02-11 13:08:26,desktop,21,3,1,357
19461,776,2023-01-18 09:40:09,mobile,7,2,0,217
19462,776,2023-03-23 19:19:07,desktop,19,0,0,266
19463,776,2023-05-23 16:37:50,mobile,7,3,1,126
19464,776,2024-01-16 23:51:02,tablet,19,1,1,570
19465,776,2023-11-18 23:28:05,desktop,24,4,0,312
19466,776,2023-09-07 00:31:43,tablet,23,2,0,782
19467,776,2023-04-16 13:08:30,mobile,1,4,1,25
19468,776,2023-12-06 15:22:01,mobile,9,2,0,153
19469,777,2023-05-05 23:23:26,mobile,5,3,1,105
19470,777,2023-02-20 05:27:59,desktop,6,0,0,72
19471,777,2023-09-11 23:31:33,tablet,6,3,1,126
19472,777,2023-07-20 06:00:27,mobile,25,2,0,550
19473,777,2023-12-25 14:24:59,mobile,11,2,1,143
19474,777,2023-07-27 12:48:08,mobile,25,3,1,625
19475,777,2024-02-13 09:53:13,tablet,14,0,0,532
19476,777,2023-08-27 13:00:50,mobile,3,1,0,33
19477,777,2023-08-26 17:56:50,mobile,12,0,0,468
19478,777,2023-05-03 05:50:13,mobile,11,3,0,308
19479,777,2023-11-20 01:26:40,tablet,13,3,0,221
19480,777,2023-04-30 02:02:51,desktop,18,2,0,450
19481,777,2024-03-27 04:28:15,desktop,16,2,0,304
19482,777,2024-03-27 10:13:56,mobile,16,1,1,400
19483,777,2023-11-25 18:26:12,tablet,18,0,0,396
19484,777,2023-07-22 21:07:43,desktop,18,3,1,252
19485,777,2023-08-08 05:04:45,tablet,16,0,0,224
19486,777,2023-06-12 18:29:29,tablet,20,1,0,440
19487,777,2023-12-13 02:10:53,mobile,14,1,1,392
19488,777,2023-12-10 05:01:20,mobile,8,1,1,232
19489,777,2023-01-13 21:33:56,mobile,18,2,1,180
19490,777,2024-03-28 05:57:09,mobile,3,0,0,87
19491,777,2023-01-19 05:19:21,tablet,13,1,1,143
19492,777,2023-06-01 17:14:33,desktop,11,0,0,110
19493,778,2023-05-27 18:33:16,desktop,23,2,0,506
19494,778,2023-03-02 04:43:38,mobile,21,1,1,525
19495,778,2024-02-27 15:34:15,tablet,22,0,0,748
19496,778,2023-10-03 22:00:10,desktop,4,1,1,72
19497,778,2023-04-21 16:15:02,tablet,12,2,1,156
19498,779,2023-07-24 22:43:44,mobile,13,1,0,325
19499,779,2023-06-21 04:12:41,mobile,19,4,0,665
19500,779,2023-01-19 18:22:28,tablet,23,4,1,575
19501,779,2023-10-10 20:08:54,desktop,9,0,0,108
19502,779,2023-01-17 01:33:55,desktop,20,4,1,760
19503,779,2023-08-28 08:34:24,mobile,9,4,1,342
19504,779,2023-10-22 19:46:18,desktop,23,3,1,598
19505,779,2023-03-16 14:08:51,tablet,9,0,0,216
19506,779,2023-04-03 09:12:39,desktop,1,0,0,29
19507,779,2023-03-05 11:18:51,tablet,7,3,0,77
19508,779,2023-11-24 22:25:38,mobile,23,3,1,759
19509,779,2023-03-25 20:52:55,tablet,8,0,0,280
19510,779,2024-01-02 13:09:42,tablet,10,3,1,360
19511,779,2024-03-27 14:13:25,mobile,1,0,0,30
19512,779,2024-01-18 11:04:02,desktop,24,4,0,648
19513,779,2023-10-30 10:24:02,desktop,9,4,1,117
19514,779,2023-05-30 09:21:21,mobile,16,1,1,448
19515,779,2023-06-22 21:50:01,tablet,13,1,0,416
19516,779,2023-12-02 21:46:42,mobile,10,3,1,290
19517,779,2023-04-23 13:22:34,tablet,9,1,1,207
19518,779,2024-03-31 19:09:55,mobile,18,0,0,504
19519,779,2023-09-02 19:21:14,tablet,16,4,1,320
19520,779,2024-01-26 11:32:07,mobile,18,0,0,648
19521,779,2023-03-26 00:57:17,mobile,3,0,0,72
19522,779,2024-02-08 22:34:32,tablet,6,0,0,198
19523,779,2023-07-13 22:52:41,desktop,21,1,1,378
19524,779,2023-01-20 13:43:31,mobile,16,4,0,496
19525,779,2023-03-24 13:24:43,desktop,3,4,1,96
19526,779,2023-03-03 11:35:55,mobile,24,2,0,408
19527,779,2023-07-20 17:51:49,tablet,18,3,1,432
19528,780,2023-04-10 12:43:12,tablet,19,0,0,475
19529,781,2023-07-25 20:52:44,tablet,19,2,0,722
19530,781,2023-08-25 08:39:19,mobile,1,0,0,39
19531,781,2023-05-11 21:03:32,tablet,12,1,1,324
19532,781,2024-02-01 02:20:50,desktop,5,3,1,50
19533,781,2023-01-30 22:42:24,tablet,19,1,1,399
19534,781,2024-01-21 06:27:09,desktop,23,2,0,322
19535,781,2023-06-08 07:31:44,tablet,17,1,1,170
19536,781,2023-12-04 11:52:50,tablet,6,0,0,174
19537,781,2023-07-05 08:42:58,tablet,24,4,1,288
19538,781,2023-05-11 20:33:56,tablet,3,3,1,51
19539,781,2023-10-04 00:15:05,tablet,25,2,1,250
19540,781,2023-09-15 00:34:06,tablet,1,0,0,38
19541,781,2024-03-13 17:41:41,desktop,1,3,0,12
19542,781,2023-02-04 02:54:09,mobile,13,0,0,156
19543,781,2024-01-10 21:24:52,mobile,25,0,0,925
19544,781,2023-02-03 18:09:22,tablet,18,1,0,522
19545,781,2023-01-10 07:35:42,tablet,13,2,0,468
19546,781,2023-02-06 14:06:26,mobile,12,3,1,228
19547,781,2024-03-22 00:09:07,desktop,18,1,0,468
19548,781,2024-01-23 15:38:17,mobile,18,1,0,648
19549,781,2023-11-14 04:25:07,tablet,8,1,0,272
19550,781,2023-09-11 19:30:14,tablet,12,0,0,336
19551,781,2023-01-29 20:55:02,tablet,25,3,1,900
19552,781,2023-07-25 09:37:52,desktop,20,0,0,360
19553,781,2023-06-24 16:16:20,tablet,13,3,0,351
19554,781,2023-01-26 12:06:44,mobile,1,0,0,20
19555,781,2024-02-08 02:57:03,tablet,25,1,1,275
19556,781,2023-07-06 18:05:50,mobile,16,4,0,192
19557,782,2023-05-16 21:40:16,tablet,13,0,0,273
19558,782,2023-07-19 03:58:49,desktop,19,2,0,532
19559,782,2023-02-21 18:21:24,mobile,12,0,0,144
19560,782,2023-11-15 16:25:06,desktop,19,0,0,703
19561,782,2024-02-23 19:24:02,desktop,14,0,0,434
19562,782,2023-09-30 07:10:55,mobile,17,1,0,476
19563,782,2023-04-26 07:10:47,mobile,18,3,1,504
19564,782,2023-09-15 06:45:19,mobile,16,0,0,320
19565,782,2024-02-22 03:26:29,mobile,2,4,1,46
19566,782,2023-01-18 02:07:05,mobile,8,4,1,264
19567,782,2023-05-11 08:49:34,mobile,24,3,0,264
19568,782,2023-04-09 00:32:54,tablet,1,4,0,25
19569,782,2023-02-07 07:00:38,tablet,13,1,1,468
19570,782,2023-12-07 17:50:17,desktop,6,1,1,114
19571,782,2024-01-07 11:00:52,mobile,12,4,1,300
19572,782,2023-09-06 11:04:21,tablet,21,2,1,609
19573,782,2023-05-03 05:48:07,mobile,21,1,0,399
19574,782,2023-08-31 21:58:14,desktop,23,3,1,529
19575,782,2024-02-13 16:13:50,mobile,5,4,1,120
19576,782,2023-06-17 04:43:08,tablet,16,3,1,576
19577,782,2023-04-23 01:21:43,desktop,7,4,0,224
19578,782,2024-01-30 02:59:26,desktop,11,1,0,264
19579,782,2023-05-13 15:26:36,desktop,5,1,0,75
19580,782,2023-03-21 17:43:41,mobile,18,1,1,450
19581,782,2023-11-07 13:03:29,desktop,10,0,0,230
19582,782,2023-08-22 09:19:03,desktop,6,3,0,228
19583,782,2024-03-28 07:27:42,tablet,15,3,0,435
19584,782,2023-05-28 14:57:55,mobile,1,3,1,11
19585,782,2023-08-04 17:32:43,tablet,19,3,0,741
19586,782,2023-01-10 06:35:40,mobile,17,0,0,663
19587,782,2023-09-28 18:16:34,mobile,19,4,1,589
19588,782,2024-03-11 21:23:32,desktop,12,0,0,204
19589,782,2024-03-12 03:09:35,desktop,8,4,0,312
19590,782,2024-02-05 14:27:47,tablet,18,0,0,630
19591,782,2023-07-10 06:39:34,tablet,7,2,1,161
19592,782,2023-04-29 16:38:57,desktop,18,3,1,594
19593,782,2023-07-20 17:06:19,tablet,25,3,1,750
19594,783,2023-11-09 12:59:36,desktop,18,1,1,288
19595,783,2023-10-10 22:13:55,tablet,24,4,0,768
19596,783,2023-06-01 21:33:58,mobile,10,1,0,260
19597,783,2023-10-31 02:35:26,mobile,25,2,1,350
19598,783,2023-12-01 19:07:59,tablet,18,0,0,450
19599,783,2023-01-15 23:09:15,desktop,21,2,1,756
19600,783,2023-11-15 05:41:34,tablet,11,0,0,374
19601,783,2023-12-28 14:22:38,tablet,18,2,0,360
19602,784,2023-12-21 17:50:41,desktop,1,0,0,15
19603,784,2023-05-29 01:23:39,tablet,14,3,1,518
19604,784,2023-05-22 19:56:21,mobile,15,3,0,540
19605,784,2023-09-27 23:19:49,tablet,16,0,0,224
19606,784,2023-08-31 17:15:35,mobile,18,1,0,576
19607,785,2023-04-12 21:37:54,tablet,1,0,0,22
19608,785,2024-02-16 20:25:59,tablet,11,0,0,352
19609,785,2023-06-09 16:21:11,tablet,3,0,0,45
19610,785,2023-11-20 11:36:01,desktop,3,3,1,57
19611,785,2023-07-13 19:59:52,mobile,9,3,0,189
19612,785,2024-01-18 21:03:12,tablet,11,2,1,176
19613,785,2023-08-27 22:59:04,tablet,22,4,1,220
19614,785,2023-04-07 23:00:42,mobile,3,0,0,39
19615,785,2023-09-13 04:04:53,mobile,19,3,1,285
19616,785,2023-12-28 23:29:28,desktop,12,2,0,252
19617,785,2023-08-17 11:48:03,desktop,15,4,1,345
19618,785,2023-02-28 08:54:29,mobile,20,4,0,680
19619,785,2023-12-30 03:02:47,mobile,17,4,0,408
19620,785,2023-07-27 14:02:26,desktop,14,0,0,154
19621,785,2023-05-29 02:22:24,tablet,2,3,0,28
19622,785,2023-07-05 13:11:33,desktop,23,4,1,345
19623,786,2023-01-23 15:45:57,tablet,9,4,1,297
19624,786,2024-02-10 20:24:13,mobile,15,2,0,285
19625,786,2023-11-16 07:13:44,mobile,5,2,1,135
19626,786,2024-01-08 19:31:30,desktop,8,3,1,128
19627,786,2023-02-24 05:11:26,tablet,13,1,0,286
19628,786,2023-10-03 11:52:10,tablet,5,4,1,175
19629,786,2023-03-04 13:36:08,tablet,5,4,0,130
19630,786,2023-09-05 10:58:42,tablet,17,3,1,221
19631,786,2023-02-03 21:21:50,desktop,8,1,0,296
19632,786,2023-05-05 07:18:29,tablet,16,0,0,432
19633,786,2024-01-19 16:56:16,tablet,15,3,0,375
19634,786,2024-01-01 23:59:07,mobile,12,3,0,360
19635,786,2023-03-02 03:25:25,mobile,24,3,0,408
19636,786,2024-01-31 09:48:03,desktop,16,2,1,192
19637,786,2023-03-03 17:46:17,mobile,25,2,1,600
19638,786,2023-02-04 19:52:28,mobile,9,4,1,207
19639,786,2023-06-13 11:34:24,mobile,10,3,0,240
19640,786,2023-05-08 14:54:12,tablet,3,4,0,102
19641,786,2023-11-08 06:40:28,tablet,23,2,1,644
19642,786,2023-10-08 20:00:34,desktop,7,2,1,126
19643,786,2024-02-12 03:09:23,mobile,4,4,1,136
19644,786,2023-03-16 18:19:38,tablet,23,2,1,391
19645,786,2023-03-08 17:20:50,desktop,10,2,1,330
19646,786,2023-02-23 13:27:20,mobile,6,2,1,234
19647,786,2023-04-11 19:57:41,tablet,14,3,1,196
19648,786,2023-06-22 07:38:31,tablet,25,0,0,250
19649,786,2023-06-20 01:53:40,desktop,10,3,0,250
19650,786,2023-07-31 05:20:13,tablet,19,4,0,532
19651,786,2024-01-30 13:52:11,tablet,3,4,1,69
19652,786,2023-11-01 20:45:46,mobile,7,4,1,91
19653,786,2023-06-13 15:52:04,desktop,14,4,1,322
19654,786,2023-08-02 12:15:48,tablet,16,3,1,352
19655,786,2023-06-17 18:52:59,tablet,7,0,0,77
19656,786,2023-01-16 02:20:37,desktop,4,0,0,128
19657,786,2023-08-23 02:19:14,desktop,7,4,0,210
19658,786,2023-01-11 03:46:22,tablet,2,3,1,48
19659,786,2023-01-24 07:05:15,mobile,12,4,0,120
19660,786,2023-12-27 03:02:14,tablet,17,0,0,374
19661,786,2023-01-04 14:04:53,tablet,12,0,0,120
19662,787,2023-12-15 18:27:42,desktop,3,3,1,42
19663,787,2024-02-12 22:23:00,mobile,16,2,0,528
19664,787,2023-01-04 21:20:46,desktop,13,1,1,221
19665,787,2023-05-17 07:53:55,tablet,3,0,0,45
19666,787,2023-11-28 15:43:08,mobile,9,3,1,351
19667,787,2023-07-31 11:10:14,desktop,23,1,0,644
19668,787,2023-08-09 00:59:54,tablet,19,4,1,589
19669,787,2023-08-04 01:44:28,tablet,9,0,0,171
19670,787,2024-02-02 13:53:40,desktop,2,4,1,74
19671,787,2023-12-07 12:24:34,mobile,20,4,0,420
19672,787,2023-01-15 11:57:56,mobile,24,2,0,384
19673,787,2023-08-14 20:14:39,desktop,8,4,0,144
19674,787,2023-10-23 01:18:04,mobile,13,4,0,429
19675,787,2023-09-20 11:20:38,mobile,4,2,1,128
19676,787,2023-01-14 20:14:25,mobile,3,0,0,54
19677,787,2023-10-27 00:59:19,tablet,4,4,1,132
19678,787,2023-12-28 03:21:25,desktop,10,4,0,130
19679,787,2024-02-05 02:48:51,mobile,3,1,0,30
19680,787,2024-02-17 12:55:04,mobile,4,0,0,60
19681,788,2023-04-19 15:32:11,desktop,14,0,0,294
19682,788,2023-03-08 21:57:23,desktop,12,0,0,432
19683,788,2023-10-13 14:58:55,tablet,17,1,1,272
19684,788,2023-10-25 00:39:34,desktop,24,1,1,336
19685,788,2023-11-04 00:42:56,tablet,25,0,0,275
19686,788,2023-09-27 13:14:02,tablet,6,4,1,120
19687,788,2024-03-19 16:34:08,desktop,5,2,1,145
19688,788,2023-07-19 00:17:47,tablet,5,4,0,160
19689,788,2024-01-09 14:19:04,desktop,6,1,0,162
19690,788,2023-07-13 03:05:10,tablet,9,1,0,117
19691,788,2024-03-09 03:59:51,desktop,22,3,0,418
19692,788,2023-01-24 18:35:17,mobile,4,0,0,100
19693,788,2024-02-25 15:56:57,mobile,13,0,0,442
19694,788,2023-12-06 10:28:31,mobile,6,1,1,60
19695,788,2023-06-08 14:37:48,desktop,9,1,1,279
19696,788,2023-10-24 05:35:02,desktop,6,2,0,66
19697,788,2023-06-23 01:54:51,desktop,10,1,1,140
19698,788,2023-03-21 22:31:58,desktop,17,4,1,663
19699,788,2023-12-02 23:26:40,desktop,13,1,0,286
19700,789,2023-10-04 23:10:58,mobile,5,0,0,150
19701,789,2023-05-26 23:29:35,desktop,17,4,1,493
19702,789,2023-11-19 12:01:36,tablet,4,2,0,112
19703,789,2023-09-17 07:15:15,tablet,6,1,0,60
19704,789,2023-05-23 00:01:15,tablet,16,4,1,528
19705,789,2024-02-23 19:39:11,mobile,11,2,0,154
19706,789,2023-01-28 13:24:16,mobile,24,4,0,720
19707,790,2023-06-14 02:02:03,mobile,9,0,0,153
19708,790,2023-12-18 10:23:30,tablet,12,4,1,240
19709,790,2023-05-13 13:08:56,desktop,11,0,0,143
19710,790,2023-07-10 14:38:12,desktop,13,1,0,455
19711,790,2024-03-09 19:09:40,mobile,15,1,1,330
19712,790,2023-03-11 19:02:11,mobile,22,4,1,814
19713,791,2023-04-13 23:57:06,mobile,24,0,0,288
19714,791,2023-06-30 11:16:05,desktop,14,2,1,434
19715,791,2023-01-18 22:02:26,mobile,18,4,1,702
19716,791,2023-12-31 23:21:13,tablet,23,1,1,598
19717,791,2024-03-26 11:40:42,desktop,2,3,1,46
19718,791,2023-01-21 23:32:42,tablet,3,0,0,60
19719,791,2023-02-08 21:19:38,mobile,20,1,0,280
19720,791,2024-02-10 05:02:37,desktop,22,4,0,352
19721,791,2023-10-29 16:30:54,mobile,1,4,0,17
19722,791,2023-03-18 18:06:44,desktop,21,3,0,819
19723,791,2023-09-10 19:51:56,tablet,4,2,1,56
19724,791,2023-03-16 17:34:47,mobile,14,1,1,462
19725,791,2023-08-30 13:53:44,tablet,3,3,1,39
19726,791,2023-04-15 20:20:54,mobile,22,4,1,616
19727,792,2023-04-04 17:19:39,desktop,5,2,1,150
19728,792,2023-11-09 12:01:00,tablet,4,0,0,132
19729,792,2023-03-13 16:43:50,tablet,1,0,0,12
19730,792,2023-04-20 04:02:27,tablet,12,3,0,180
19731,792,2023-12-25 07:02:37,tablet,19,1,0,418
19732,792,2023-11-14 04:08:25,mobile,22,3,0,770
19733,792,2023-08-16 14:45:04,mobile,10,3,1,120
19734,792,2023-11-08 07:16:57,desktop,9,3,0,189
19735,792,2023-06-04 15:02:48,desktop,6,1,1,162
19736,792,2023-06-05 10:33:20,desktop,1,2,1,34
19737,792,2023-10-03 21:16:19,desktop,23,3,0,759
19738,792,2023-12-23 20:03:54,desktop,1,3,0,32
19739,792,2023-12-03 10:40:58,tablet,3,0,0,96
19740,792,2023-11-29 02:38:37,tablet,24,2,0,888
19741,792,2023-10-11 11:59:00,mobile,18,0,0,342
19742,792,2023-04-19 00:11:31,mobile,23,2,1,644
19743,792,2023-05-30 13:18:46,tablet,10,1,1,150
19744,792,2023-08-21 07:57:35,tablet,24,1,1,528
19745,792,2024-01-15 21:37:45,mobile,16,4,1,592
19746,792,2024-01-09 20:59:39,desktop,15,2,0,525
19747,792,2023-08-04 09:52:06,mobile,15,0,0,360
19748,792,2023-02-19 09:50:36,tablet,24,0,0,840
19749,792,2023-07-10 12:21:27,tablet,1,1,0,27
19750,792,2023-01-03 16:44:31,tablet,5,3,1,50
19751,792,2023-05-11 08:42:59,desktop,24,0,0,624
19752,792,2023-09-10 04:22:15,tablet,1,2,1,25
19753,792,2023-02-15 17:30:29,tablet,14,4,1,294
19754,792,2023-12-11 04:51:10,desktop,11,2,1,330
19755,792,2023-08-10 03:35:10,mobile,1,2,0,19
19756,792,2023-10-21 20:27:47,tablet,21,1,0,777
19757,792,2023-06-17 16:42:44,desktop,4,4,1,80
19758,792,2023-10-10 13:49:00,mobile,24,1,0,528
19759,792,2023-01-26 01:07:05,desktop,11,2,1,209
19760,792,2023-03-12 19:04:39,tablet,5,2,1,175
19761,792,2023-01-28 05:26:09,desktop,2,4,1,64
19762,792,2023-08-26 07:24:18,tablet,4,3,1,80
19763,792,2024-03-22 05:35:42,desktop,16,3,1,160
19764,792,2024-01-31 05:58:37,tablet,14,0,0,546
19765,792,2023-06-17 03:00:13,desktop,20,0,0,580
19766,792,2023-03-26 04:40:09,tablet,20,1,0,400
19767,792,2023-01-15 14:10:00,mobile,17,0,0,612
19768,792,2023-02-19 11:49:45,tablet,23,4,1,644
19769,792,2024-02-22 02:22:02,desktop,23,4,0,598
19770,792,2023-11-18 09:38:01,mobile,6,0,0,156
19771,792,2023-06-29 03:30:33,mobile,23,1,0,299
19772,792,2023-11-16 11:12:20,mobile,15,0,0,435
19773,792,2023-07-03 08:28:47,mobile,14,2,1,182
19774,792,2023-10-25 23:23:12,mobile,2,3,1,22
19775,792,2023-08-11 14:59:41,mobile,23,4,0,506
19776,793,2023-02-22 14:34:32,mobile,5,3,0,85
19777,793,2023-04-01 00:46:02,tablet,10,3,1,210
19778,793,2024-02-15 00:22:00,mobile,16,0,0,272
19779,793,2023-07-21 12:32:52,desktop,17,3,0,238
19780,793,2023-01-19 15:31:23,tablet,23,3,1,897
19781,793,2023-07-05 15:35:54,mobile,15,3,0,255
19782,793,2023-11-04 12:51:18,tablet,3,4,1,117
19783,793,2024-01-07 16:26:16,mobile,3,0,0,87
19784,793,2023-11-24 23:51:21,desktop,17,2,1,646
19785,793,2023-01-17 22:48:21,desktop,15,4,1,180
19786,793,2023-08-14 17:35:13,desktop,1,3,0,27
19787,793,2024-03-16 01:55:10,tablet,15,4,1,240
19788,793,2023-02-26 08:25:23,tablet,13,3,0,429
19789,793,2024-03-05 01:06:27,mobile,16,1,0,336
19790,793,2023-06-09 07:57:09,desktop,18,3,1,378
19791,793,2023-07-12 07:53:36,desktop,1,2,0,25
19792,793,2023-05-19 06:46:09,desktop,2,1,1,40
19793,793,2023-09-23 01:45:02,tablet,10,2,1,350
19794,793,2023-10-31 10:58:54,tablet,13,0,0,312
19795,793,2023-11-14 06:53:29,mobile,10,2,1,270
19796,793,2024-03-05 03:22:37,tablet,5,3,1,85
19797,793,2023-11-22 20:59:14,tablet,2,1,0,72
19798,793,2023-07-19 14:49:25,tablet,6,1,1,150
19799,793,2023-07-06 23:47:58,desktop,23,3,1,575
19800,793,2024-03-06 01:10:16,mobile,23,0,0,874
19801,793,2023-09-27 19:45:38,desktop,22,3,1,858
19802,793,2023-10-14 02:24:29,mobile,25,1,1,450
19803,793,2023-11-24 07:06:37,desktop,25,0,0,950
19804,793,2023-06-12 21:41:08,mobile,11,0,0,286
19805,793,2024-03-14 13:51:42,tablet,3,3,1,75
19806,793,2023-11-19 21:59:04,mobile,19,3,1,703
19807,793,2023-03-09 02:51:56,desktop,15,3,1,480
19808,793,2024-03-23 22:13:40,desktop,4,0,0,96
19809,793,2023-08-13 20:32:08,desktop,15,2,1,195
19810,793,2023-02-27 06:18:43,tablet,12,3,1,312
19811,793,2023-04-24 17:38:33,mobile,1,4,1,26
19812,793,2023-10-09 19:14:33,tablet,23,2,0,782
19813,793,2023-05-25 09:53:59,tablet,3,2,0,93
19814,794,2023-06-23 04:46:59,tablet,10,3,1,130
19815,794,2023-11-01 15:15:45,desktop,17,2,1,510
19816,794,2023-03-19 18:17:01,tablet,8,1,0,248
19817,794,2024-01-10 02:34:08,desktop,5,0,0,65
19818,794,2023-04-06 15:52:59,mobile,9,4,1,108
19819,794,2023-01-16 19:24:11,mobile,20,1,0,480
19820,794,2023-05-14 14:59:13,desktop,17,4,1,493
19821,794,2023-03-23 12:07:45,mobile,11,0,0,363
19822,794,2023-06-03 20:38:03,tablet,11,0,0,418
19823,794,2023-09-24 00:26:05,tablet,16,0,0,528
19824,794,2023-07-23 03:37:45,desktop,22,3,1,418
19825,794,2023-10-13 00:02:40,mobile,13,1,1,312
19826,794,2023-12-20 03:44:10,mobile,3,0,0,78
19827,795,2023-01-25 19:38:42,mobile,3,3,1,90
19828,795,2023-02-28 14:53:19,tablet,20,2,1,560
19829,795,2023-01-04 07:56:03,desktop,12,2,1,132
19830,795,2023-02-10 22:10:18,tablet,16,2,1,464
19831,795,2023-07-17 01:42:38,mobile,16,0,0,224
19832,795,2024-01-10 14:35:35,desktop,12,3,1,360
19833,795,2023-03-26 18:38:24,desktop,9,0,0,99
19834,795,2023-03-18 09:49:32,mobile,15,0,0,555
19835,795,2023-08-20 12:52:25,desktop,11,4,1,121
19836,795,2023-01-02 19:25:34,mobile,10,4,1,110
19837,795,2024-01-31 12:41:48,mobile,18,2,0,234
19838,795,2023-07-10 15:45:36,tablet,11,3,1,143
19839,795,2023-06-20 02:24:31,mobile,11,2,1,209
19840,795,2024-02-10 18:12:58,tablet,14,0,0,140
19841,795,2023-09-08 05:38:04,tablet,11,4,1,275
19842,795,2023-10-23 11:49:45,mobile,14,0,0,420
19843,795,2023-11-24 13:41:33,mobile,12,4,1,228
19844,795,2023-11-12 05:51:04,tablet,24,2,1,384
